Age_Bracket,City,Monthly_Income,Dietary_Style,Weekly_Workouts,Orders_Per_Week,Avg_Spend_Order,Primary_Occasions,Interest_Calorie_Control,Alcohol_Consumption_Freq,Drink_Preference,Max_Set_Calories,Favourite_Flavours,Spirits_Enjoyed,Openness_Zero_Proof,Fair_Price_Bundle,Importance_Local_Ingredients,Likely_Try_30_Days,Likely_Reorder_Score,Preferred_Loyalty_Benefit
45-54,Delhi,20000.0,Omni,0,1,1081.0,"Dinner, Lunch, Weekend treat",3,Never,Mocktails,600,"Citrus, Fruity, Herbal, Smoky, Spicy",None,Yes definitely,<800,4,Yes,4,Free delivery
35-44,Kolkata,23009.0,Vegetarian,1,0,1196.0,Dinner,4,1-2× month,Cocktails,500,"Citrus, Earthy, Fruity","Rum, Vodka",Unlikely,1 000-1 200,2,Maybe,4,Free delivery
35-44,Hyderabad,25938.0,Omni,3,1,1202.0,"Lunch, Post-work drinks",4,2-3× week,Equal,700,"Citrus, Earthy, Smoky",Vodka,Never,<800,4,Yes,5,Points
35-44,Mumbai,36772.0,Omni,4,0,1601.0,Post-work drinks,5,1-2× month,Mocktails,600,"Citrus, Fruity, Herbal, Smoky, Spicy","Gin, Tequila, Vodka",Maybe,<800,2,Maybe,3,Points
25-34,Mumbai,21966.0,Vegetarian,5,1,1159.0,Dinner,2,Never,Mocktails,500,Herbal,None,Yes definitely,>1 200,5,Yes,3,Points
35-44,Mumbai,35104.0,Omni,3,1,1659.0,"Dinner, Post-work drinks",1,Never,Mocktails,400,"Herbal, Smoky",None,Yes definitely,800-1 000,4,Maybe,2,Points
25-34,Delhi,33362.0,Vegan,2,0,1593.0,"Dinner, Weekend treat",5,Never,Mocktails,500,"Earthy, Fruity, Herbal, Smoky, Spicy",None,Yes definitely,<800,5,Yes,5,Nutrition consult
35-44,Kolkata,58696.0,Omni,6,2,2000.0,Dinner,5,2-3× week,Equal,500,Smoky,Whisky,Yes definitely,1 000-1 200,5,Maybe,2,Points
35-44,Mumbai,29358.0,Omni,1,1,1490.0,Post-work drinks,4,Never,Mocktails,400,"Earthy, Herbal",None,Yes definitely,1 000-1 200,3,Yes,4,Points
35-44,Hyderabad,20000.0,Vegetarian,2,1,876.0,"Dinner, Lunch, Post-work drinks",3,Never,Mocktails,500,"Earthy, Smoky",None,Yes definitely,800-1 000,4,Yes,4,Points
55+,Delhi,20000.0,Vegetarian,0,5,1019.0,Weekend treat,5,2-3× week,Equal,500,Herbal,"Gin, Tequila",Maybe,>1 200,5,Yes,5,Points
18-24,Mumbai,27822.0,Omni,2,6,1151.0,Post-work drinks,4,1-2× month,Cocktails,400,"Citrus, Earthy, Herbal","Rum, Tequila",Unlikely,1 000-1 200,5,Yes,4,Free delivery
18-24,Delhi,20000.0,Omni,2,0,961.0,Weekend treat,5,Daily,Cocktails,500,"Citrus, Herbal",Vodka,Yes definitely,1 000-1 200,4,Yes,4,Free delivery
35-44,Bengaluru,38654.0,Omni,3,1,1855.0,Dinner,5,Never,Mocktails,600,"Citrus, Earthy, Herbal",None,Yes definitely,800-1 000,5,Yes,5,Cocktail upgrade
55+,Delhi,43275.0,Omni,0,1,1660.0,Weekend treat,3,1-2× month,Cocktails,600,Fruity,"Gin, Rum",Unlikely,<800,4,Maybe,2,Cocktail upgrade
45-54,Chennai,23212.0,Omni,0,0,1146.0,Dinner,5,Never,Mocktails,500,"Herbal, Smoky",None,Yes definitely,>1 200,3,No,1,Points
25-34,Delhi,34900.0,Omni,2,4,1526.0,"Dinner, Lunch",3,Never,Mocktails,600,"Fruity, Smoky, Spicy",None,Yes definitely,1 000-1 200,5,Yes,4,Points
45-54,Bengaluru,20000.0,Omni,2,0,974.0,Post-work drinks,4,2-3× week,Mocktails,600,"Citrus, Fruity",Gin,Never,<800,4,Maybe,3,Cocktail upgrade
25-34,Kolkata,70229.0,Vegan,3,1,2000.0,Lunch,4,2-3× week,Cocktails,500,Smoky,Tequila,Yes definitely,>1 200,2,Maybe,3,Free delivery
25-34,Chennai,21812.0,Keto,3,4,1110.0,Lunch,4,1× week,Equal,600,"Citrus, Fruity, Herbal","Gin, Vodka, Whisky",Maybe,800-1 000,4,Yes,4,Free delivery
35-44,Mumbai,20365.0,Omni,4,4,997.0,"Dinner, Lunch",4,1-2× month,Mocktails,600,"Earthy, Fruity, Herbal","Gin, Rum",Unlikely,1 000-1 200,5,Maybe,3,Nutrition consult
25-34,Bengaluru,31560.0,Vegetarian,1,3,1247.0,Post-work drinks,5,Never,Mocktails,500,"Citrus, Earthy, Smoky",None,Yes definitely,800-1 000,5,Yes,4,Cocktail upgrade
55+,Mumbai,52107.0,Omni,3,1,2000.0,Post-work drinks,5,1-2× month,Mocktails,600,"Earthy, Smoky","Gin, Vodka",Yes definitely,<800,4,Yes,5,Points
35-44,Kolkata,20000.0,Omni,2,1,1890.0,"Dinner, Post-work drinks",4,Never,Mocktails,600,"Earthy, Smoky",None,Yes definitely,800-1 000,3,Yes,4,Points
25-34,Mumbai,20000.0,Omni,2,2,852.0,Post-work drinks,4,1× week,Cocktails,500,"Earthy, Spicy",Gin,Unlikely,>1 200,3,Yes,4,Free delivery
35-44,Bengaluru,20605.0,Vegetarian,1,2,1070.0,Post-work drinks,4,Never,Mocktails,500,Spicy,None,Yes definitely,800-1 000,4,Maybe,2,Points
55+,Hyderabad,108170.0,Keto,5,1,2000.0,Weekend treat,4,1-2× month,Mocktails,600,Smoky,"Gin, Rum",Maybe,<800,5,Maybe,3,Cocktail upgrade
45-54,Bengaluru,39597.0,Omni,1,3,1819.0,Weekend treat,3,1-2× month,Equal,600,"Earthy, Herbal, Spicy",Gin,Maybe,800-1 000,4,Yes,3,Points
25-34,Pune,20000.0,Omni,2,2,981.0,Lunch,4,1-2× month,Cocktails,500,"Fruity, Herbal, Spicy",Rum,Maybe,<800,2,Yes,3,Free delivery
18-24,Pune,21454.0,Omni,0,2,1112.0,"Dinner, Post-work drinks",1,1× week,Mocktails,600,"Citrus, Herbal, Smoky","Rum, Tequila",Yes definitely,1 000-1 200,5,Yes,4,Free delivery
25-34,Delhi,20000.0,Omni,5,1,1116.0,"Dinner, Lunch",5,1× week,Mocktails,500,"Herbal, Spicy",Whisky,Unlikely,<800,4,No,2,Points
25-34,Mumbai,20000.0,Omni,4,1,1002.0,Lunch,5,Daily,Mocktails,600,"Citrus, Earthy, Fruity","Gin, Rum",Maybe,1 000-1 200,1,Yes,4,Points
35-44,Chennai,20000.0,Vegetarian,1,0,1108.0,Lunch,5,Never,Mocktails,400,"Citrus, Smoky",None,Yes definitely,>1 200,3,Maybe,3,Points
25-34,Chennai,39340.0,Omni,2,2,1775.0,Post-work drinks,5,Never,Mocktails,500,"Citrus, Fruity, Smoky",None,Yes definitely,>1 200,3,No,2,Nutrition consult
25-34,Mumbai,26052.0,Omni,3,2,1325.0,Weekend treat,2,Never,Mocktails,400,"Earthy, Smoky",None,Yes definitely,1 000-1 200,4,Maybe,4,Free delivery
35-44,Delhi,78156.0,Omni,6,0,2000.0,Lunch,5,Never,Mocktails,700,"Herbal, Spicy",None,Yes definitely,<800,2,Yes,4,Points
18-24,Delhi,37177.0,Vegetarian,3,1,1783.0,Dinner,2,1-2× month,Equal,700,"Citrus, Smoky",Whisky,Maybe,<800,3,Yes,4,Points
45-54,Chennai,37274.0,Vegetarian,3,2,1833.0,Post-work drinks,4,Daily,Equal,600,Spicy,"Tequila, Whisky",Unlikely,800-1 000,2,Yes,4,Points
25-34,Mumbai,50290.0,Omni,2,2,2000.0,Weekend treat,3,Never,Mocktails,700,"Herbal, Smoky, Spicy",None,Yes definitely,800-1 000,3,Yes,4,Free delivery
45-54,Delhi,21727.0,Omni,5,3,876.0,Weekend treat,5,2-3× week,Equal,700,Smoky,Whisky,Yes definitely,1 000-1 200,3,Maybe,3,Points
35-44,Kolkata,47931.0,Omni,2,2,2000.0,Weekend treat,1,1× week,Mocktails,500,Smoky,"Rum, Vodka, Whisky",Unlikely,1 000-1 200,2,Yes,4,Points
25-34,Delhi,43539.0,Omni,4,2,2000.0,Dinner,5,1× week,Cocktails,600,"Citrus, Earthy, Fruity, Herbal, Spicy","Gin, Tequila, Vodka, Whisky",Maybe,>1 200,5,Maybe,2,Points
25-34,Bengaluru,27700.0,Vegetarian,2,2,1395.0,Lunch,4,1-2× month,Mocktails,500,"Herbal, Smoky",Whisky,Maybe,800-1 000,4,Yes,3,Free delivery
35-44,Mumbai,20000.0,Vegan,2,1,1088.0,Weekend treat,4,1-2× month,Mocktails,400,Herbal,Gin,Never,800-1 000,4,Maybe,4,Nutrition consult
18-24,Kolkata,80000.0,Omni,1,5,2000.0,Weekend treat,3,1-2× month,Cocktails,500,"Earthy, Fruity","Vodka, Whisky",Maybe,>1 200,4,Maybe,2,Points
45-54,Kolkata,20000.0,Omni,6,3,931.0,Post-work drinks,5,1-2× month,Mocktails,500,"Citrus, Earthy, Herbal, Spicy","Rum, Vodka",Maybe,1 000-1 200,1,Yes,5,Points
25-34,Chennai,39246.0,Vegetarian,0,1,1844.0,Lunch,4,1-2× month,Equal,500,Herbal,Vodka,Yes definitely,800-1 000,5,Yes,4,Points
35-44,Bengaluru,21713.0,Omni,6,1,1137.0,Weekend treat,5,2-3× week,Cocktails,600,"Citrus, Smoky, Spicy",Vodka,Yes definitely,800-1 000,3,Maybe,3,Points
25-34,Bengaluru,23023.0,Vegetarian,7,4,918.0,Lunch,5,2-3× week,Mocktails,600,"Citrus, Fruity",Rum,Unlikely,800-1 000,5,Yes,4,Free delivery
35-44,Bengaluru,43572.0,Vegetarian,3,1,1870.0,Weekend treat,4,1× week,Cocktails,500,Fruity,Rum,Never,1 000-1 200,5,Yes,4,Points
25-34,Bengaluru,26726.0,Omni,0,5,1157.0,Dinner,4,1× week,Cocktails,600,"Herbal, Smoky, Spicy","Gin, Tequila",Maybe,1 000-1 200,4,No,1,Free delivery
25-34,Delhi,24259.0,Omni,0,3,1135.0,"Post-work drinks, Weekend treat",4,Never,Mocktails,500,"Citrus, Smoky",None,Yes definitely,800-1 000,2,Maybe,3,Free delivery
45-54,Kolkata,39956.0,Keto,2,2,3960.0,Weekend treat,4,2-3× week,Cocktails,500,"Fruity, Smoky, Spicy","Gin, Vodka",Unlikely,1 000-1 200,4,No,1,Free delivery
25-34,Bengaluru,43482.0,Omni,5,3,2000.0,Post-work drinks,5,2-3× week,Cocktails,600,Earthy,Vodka,Maybe,<800,5,Yes,5,Free delivery
25-34,Hyderabad,53495.0,Vegetarian,3,2,2000.0,"Dinner, Lunch, Weekend treat",5,1-2× month,Mocktails,500,Citrus,Vodka,Maybe,<800,4,Yes,4,Free delivery
18-24,Chennai,24991.0,Omni,3,2,1092.0,"Dinner, Post-work drinks",5,Never,Mocktails,500,"Earthy, Herbal",None,Yes definitely,800-1 000,3,Yes,4,Points
35-44,Delhi,32710.0,Omni,0,1,1327.0,"Dinner, Weekend treat",5,1× week,Cocktails,600,"Herbal, Smoky",Gin,Unlikely,1 000-1 200,5,Yes,4,Points
25-34,Pune,23173.0,Omni,5,2,1081.0,"Dinner, Post-work drinks",5,Never,Mocktails,500,Fruity,None,Yes definitely,1 000-1 200,3,Yes,4,Points
25-34,Mumbai,20403.0,Vegetarian,4,1,1134.0,Weekend treat,5,1× week,Cocktails,500,"Citrus, Earthy, Herbal, Spicy","Tequila, Whisky",Never,1 000-1 200,3,Yes,5,Points
35-44,Delhi,36652.0,Other,1,2,1544.0,"Dinner, Lunch",5,1× week,Equal,600,"Earthy, Smoky",Vodka,Yes definitely,>1 200,5,No,1,Points
45-54,Mumbai,22610.0,Vegan,3,2,1136.0,Lunch,5,1-2× month,Cocktails,500,"Citrus, Fruity, Smoky, Spicy",Tequila,Maybe,1 000-1 200,5,Maybe,4,Free delivery
45-54,Mumbai,42147.0,Omni,5,1,1780.0,"Post-work drinks, Weekend treat",2,1-2× month,Mocktails,500,Smoky,"Gin, Tequila, Whisky",Maybe,>1 200,5,Yes,4,Cocktail upgrade
25-34,Chennai,26610.0,Omni,0,3,1240.0,Dinner,3,1× week,Cocktails,400,"Citrus, Fruity, Smoky, Spicy",Vodka,Maybe,800-1 000,4,Yes,4,Nutrition consult
18-24,Bengaluru,29365.0,Omni,2,2,1305.0,"Dinner, Lunch, Post-work drinks",5,1× week,Mocktails,500,Fruity,"Gin, Rum, Vodka",Never,1 000-1 200,3,Maybe,4,Free delivery
35-44,Delhi,20000.0,Vegetarian,0,0,895.0,Dinner,5,Never,Mocktails,400,"Herbal, Smoky, Spicy",None,Yes definitely,800-1 000,4,Yes,3,Points
25-34,Bengaluru,20000.0,Omni,5,1,1036.0,Post-work drinks,5,2-3× week,Mocktails,500,"Earthy, Fruity",Gin,Unlikely,<800,5,Yes,5,Cocktail upgrade
25-34,Delhi,77283.0,Keto,0,4,2000.0,Post-work drinks,5,Daily,Equal,500,Earthy,"Tequila, Vodka",Yes definitely,<800,3,Maybe,4,Free delivery
18-24,Mumbai,27238.0,Omni,1,0,1062.0,Dinner,5,1-2× month,Mocktails,500,Fruity,"Tequila, Whisky",Never,800-1 000,4,Maybe,4,Points
18-24,Hyderabad,20000.0,Omni,2,0,950.0,Lunch,5,1× week,Cocktails,500,"Herbal, Smoky","Gin, Tequila",Unlikely,1 000-1 200,4,Yes,4,Free delivery
25-34,Kolkata,24287.0,Vegan,1,1,1230.0,Post-work drinks,5,1× week,Cocktails,500,Herbal,"Vodka, Whisky",Yes definitely,800-1 000,4,Yes,4,Free delivery
25-34,Pune,41656.0,Vegetarian,5,0,2000.0,Post-work drinks,5,1× week,Mocktails,600,"Citrus, Fruity, Herbal, Spicy",Whisky,Yes definitely,1 000-1 200,4,Yes,4,Points
35-44,Delhi,24906.0,Omni,3,3,1144.0,"Dinner, Lunch",2,Never,Mocktails,500,Spicy,None,Yes definitely,1 000-1 200,3,Yes,5,Points
25-34,Chennai,20000.0,Vegetarian,1,1,1003.0,"Lunch, Weekend treat",4,1-2× month,Cocktails,500,"Citrus, Fruity","Gin, Vodka",Maybe,<800,5,Yes,3,Cocktail upgrade
25-34,Mumbai,43899.0,Omni,6,0,2000.0,Post-work drinks,5,2-3× week,Mocktails,700,"Citrus, Fruity",Vodka,Unlikely,800-1 000,4,Yes,4,Points
25-34,Kolkata,25062.0,Omni,3,0,1152.0,"Dinner, Weekend treat",5,1-2× month,Cocktails,700,"Herbal, Smoky",Tequila,Yes definitely,800-1 000,1,Yes,4,Points
35-44,Chennai,102885.0,Omni,1,0,2000.0,"Dinner, Lunch",3,Never,Mocktails,500,Spicy,None,Yes definitely,1 000-1 200,5,Yes,4,Free delivery
25-34,Mumbai,48538.0,Omni,0,3,2000.0,Dinner,5,1-2× month,Mocktails,500,Spicy,Tequila,Yes definitely,800-1 000,4,No,1,Points
18-24,Delhi,30343.0,Omni,1,1,1543.0,Weekend treat,4,2-3× week,Avoid all,500,"Citrus, Earthy, Herbal",Vodka,Maybe,1 000-1 200,4,Maybe,3,Cocktail upgrade
35-44,Mumbai,43970.0,Omni,0,0,2000.0,Lunch,4,1-2× month,Mocktails,500,"Citrus, Earthy, Fruity, Herbal",Whisky,Unlikely,800-1 000,3,Yes,4,Free delivery
35-44,Chennai,72313.0,Vegetarian,0,5,2000.0,Dinner,5,Never,Mocktails,500,"Fruity, Herbal",None,Yes definitely,<800,3,Maybe,4,Points
35-44,Mumbai,47449.0,Omni,0,4,1957.0,Lunch,5,1-2× month,Mocktails,600,"Earthy, Fruity, Herbal","Rum, Tequila",Maybe,<800,5,Yes,3,Free delivery
25-34,Mumbai,40715.0,Omni,7,4,1842.0,Post-work drinks,5,Never,Mocktails,600,"Citrus, Herbal, Spicy",None,Yes definitely,1 000-1 200,5,Yes,5,Points
35-44,Bengaluru,29463.0,Omni,3,1,1380.0,Weekend treat,4,1× week,Equal,500,"Earthy, Spicy",Gin,Unlikely,<800,3,Maybe,2,Free delivery
25-34,Bengaluru,40722.0,Vegetarian,1,5,1842.0,"Dinner, Lunch",5,Never,Mocktails,400,Smoky,None,Yes definitely,1 000-1 200,4,Maybe,3,Points
18-24,Kolkata,42004.0,Other,3,2,1808.0,Dinner,4,1-2× month,Cocktails,600,"Citrus, Fruity","Rum, Whisky",Unlikely,1 000-1 200,3,Yes,5,Nutrition consult
35-44,Delhi,42256.0,Vegan,5,5,1799.0,Dinner,4,1× week,Cocktails,500,"Citrus, Smoky","Gin, Rum, Whisky",Unlikely,800-1 000,4,Maybe,4,Points
45-54,Bengaluru,28644.0,Omni,0,4,1266.0,"Dinner, Weekend treat",4,2-3× week,Equal,600,"Fruity, Smoky",Tequila,Yes definitely,800-1 000,3,No,1,Free delivery
18-24,Hyderabad,58760.0,Vegetarian,1,2,2000.0,Post-work drinks,4,2-3× week,Cocktails,600,"Citrus, Smoky","Gin, Rum",Unlikely,1 000-1 200,3,Yes,5,Nutrition consult
35-44,Mumbai,45678.0,Vegan,0,0,2000.0,Post-work drinks,4,Never,Mocktails,500,Spicy,None,Yes definitely,>1 200,4,Maybe,2,Points
45-54,Mumbai,20000.0,Keto,0,1,1219.0,Lunch,1,1-2× month,Cocktails,600,"Citrus, Earthy, Fruity, Smoky",Whisky,Maybe,1 000-1 200,4,Yes,4,Cocktail upgrade
35-44,Mumbai,20000.0,Omni,3,4,967.0,Dinner,5,2-3× week,Cocktails,400,"Herbal, Smoky",Vodka,Unlikely,800-1 000,3,Yes,4,Points
35-44,Delhi,20000.0,Omni,4,3,949.0,"Dinner, Lunch, Post-work drinks",5,Never,Mocktails,500,Citrus,None,Yes definitely,1 000-1 200,4,Maybe,3,Free delivery
35-44,Mumbai,20000.0,Omni,5,4,976.0,Lunch,5,1-2× month,Mocktails,500,Smoky,"Gin, Rum",Never,>1 200,4,Yes,4,Points
25-34,Bengaluru,24260.0,Vegan,5,4,1186.0,"Dinner, Post-work drinks, Weekend treat",5,Never,Mocktails,500,"Earthy, Herbal",None,Yes definitely,800-1 000,3,Maybe,4,Points
35-44,Chennai,32347.0,Keto,1,2,1550.0,"Dinner, Post-work drinks",1,Never,Mocktails,500,"Earthy, Fruity, Smoky",None,Yes definitely,<800,3,Yes,3,Nutrition consult
18-24,Pune,31743.0,Vegetarian,0,6,1546.0,"Lunch, Post-work drinks, Weekend treat",5,2-3× week,Mocktails,500,"Citrus, Fruity, Herbal",Tequila,Unlikely,800-1 000,4,Yes,5,Points
35-44,Hyderabad,24439.0,Keto,1,2,1314.0,"Dinner, Post-work drinks",4,1-2× month,Equal,500,Fruity,"Gin, Vodka",Maybe,800-1 000,1,Maybe,2,Nutrition consult
35-44,Bengaluru,35595.0,Omni,7,1,1739.0,Post-work drinks,4,1-2× month,Cocktails,700,"Earthy, Herbal","Rum, Whisky",Maybe,1 000-1 200,4,Yes,3,Points
35-44,Mumbai,20000.0,Omni,5,2,954.0,"Dinner, Post-work drinks",5,1× week,Equal,500,"Herbal, Smoky",Tequila,Yes definitely,>1 200,4,No,1,Free delivery
25-34,Delhi,20180.0,Omni,3,2,934.0,Post-work drinks,2,Never,Mocktails,400,"Fruity, Smoky",None,Yes definitely,1 000-1 200,2,Maybe,2,Nutrition consult
18-24,Kolkata,52317.0,Vegetarian,3,6,2000.0,Lunch,3,1× week,Mocktails,400,"Fruity, Smoky","Rum, Tequila",Yes definitely,<800,4,Maybe,2,Cocktail upgrade
25-34,Hyderabad,39062.0,Omni,5,1,1829.0,Weekend treat,5,Never,Mocktails,500,"Citrus, Spicy",None,Yes definitely,<800,5,Yes,4,Cocktail upgrade
25-34,Hyderabad,20000.0,Keto,0,1,943.0,Post-work drinks,4,1-2× month,Mocktails,500,"Fruity, Spicy","Gin, Vodka",Yes definitely,1 000-1 200,3,Yes,3,Points
35-44,Hyderabad,20000.0,Omni,3,2,938.0,"Lunch, Post-work drinks",5,2-3× week,Cocktails,400,Fruity,Tequila,Maybe,800-1 000,1,No,2,Nutrition consult
18-24,Mumbai,20000.0,Omni,1,0,1008.0,Weekend treat,3,2-3× week,Cocktails,400,"Citrus, Fruity, Spicy",Whisky,Maybe,>1 200,4,Yes,4,Points
25-34,Bengaluru,124882.0,Vegetarian,7,1,2000.0,Weekend treat,2,1× week,Equal,600,"Fruity, Herbal, Smoky, Spicy",Gin,Yes definitely,800-1 000,4,Yes,5,Points
35-44,Delhi,20112.0,Omni,0,2,1082.0,"Dinner, Lunch, Post-work drinks",4,1-2× month,Avoid all,400,Earthy,"Gin, Tequila",Unlikely,>1 200,1,No,1,Cocktail upgrade
18-24,Hyderabad,48747.0,Omni,3,3,2000.0,"Dinner, Post-work drinks",5,2-3× week,Equal,400,Earthy,Tequila,Maybe,800-1 000,3,Yes,4,Free delivery
45-54,Bengaluru,49450.0,Omni,2,1,2000.0,Lunch,4,2-3× week,Equal,400,Herbal,Whisky,Yes definitely,800-1 000,2,Maybe,3,Points
35-44,Bengaluru,21296.0,Vegan,6,2,1039.0,"Dinner, Lunch, Weekend treat",3,Daily,Cocktails,600,Smoky,"Rum, Whisky",Never,800-1 000,5,Yes,5,Free delivery
35-44,Bengaluru,20000.0,Vegetarian,0,2,988.0,Weekend treat,3,2-3× week,Cocktails,500,"Citrus, Fruity, Spicy","Rum, Whisky",Yes definitely,800-1 000,3,Yes,5,Free delivery
35-44,Mumbai,20000.0,Omni,1,4,1079.0,Dinner,2,1× week,Cocktails,600,Spicy,Tequila,Never,800-1 000,4,No,1,Nutrition consult
18-24,Kolkata,20000.0,Vegetarian,1,0,989.0,Lunch,5,2-3× week,Equal,700,"Citrus, Earthy, Fruity","Rum, Vodka",Unlikely,<800,4,Maybe,3,Points
45-54,Bengaluru,28416.0,Omni,0,2,1336.0,"Dinner, Post-work drinks, Weekend treat",5,1× week,Equal,600,Herbal,Whisky,Maybe,>1 200,5,Yes,3,Cocktail upgrade
45-54,Bengaluru,38331.0,Omni,4,2,1941.0,"Dinner, Weekend treat",5,1-2× month,Mocktails,400,"Earthy, Smoky, Spicy","Gin, Tequila",Maybe,800-1 000,3,No,1,Points
18-24,Chennai,20000.0,Omni,6,2,1074.0,"Lunch, Post-work drinks, Weekend treat",5,Never,Mocktails,500,"Herbal, Smoky",None,Yes definitely,1 000-1 200,3,Yes,4,Cocktail upgrade
25-34,Kolkata,21206.0,Keto,1,1,1267.0,"Dinner, Post-work drinks",4,1-2× month,Cocktails,600,Spicy,"Rum, Tequila",Unlikely,>1 200,5,Yes,5,Points
55+,Chennai,20000.0,Omni,0,2,973.0,Weekend treat,4,1-2× month,Avoid all,600,Spicy,"Gin, Tequila, Vodka, Whisky",Yes definitely,800-1 000,4,Maybe,3,Cocktail upgrade
35-44,Mumbai,20227.0,Omni,0,2,1181.0,"Lunch, Post-work drinks, Weekend treat",4,1-2× month,Mocktails,600,"Earthy, Herbal, Smoky",Whisky,Yes definitely,<800,5,Yes,5,Free delivery
18-24,Mumbai,31922.0,Omni,2,2,1376.0,Post-work drinks,3,Never,Mocktails,400,Herbal,None,Yes definitely,<800,5,Yes,5,Points
35-44,Delhi,29243.0,Omni,2,2,2535.0,Lunch,4,1× week,Mocktails,600,Earthy,Whisky,Unlikely,1 000-1 200,5,No,2,Points
18-24,Kolkata,28873.0,Omni,1,0,1296.0,Dinner,4,1-2× month,Cocktails,600,Smoky,Whisky,Unlikely,1 000-1 200,5,Yes,5,Free delivery
25-34,Delhi,72707.0,Vegetarian,2,0,2000.0,"Dinner, Weekend treat",5,1-2× month,Avoid all,400,"Fruity, Spicy",Tequila,Never,<800,3,Yes,5,Cocktail upgrade
25-34,Hyderabad,20695.0,Omni,6,3,1109.0,Lunch,5,2-3× week,Cocktails,600,"Citrus, Fruity, Spicy",Tequila,Maybe,>1 200,4,Maybe,3,Cocktail upgrade
35-44,Mumbai,37091.0,Omni,1,4,1812.0,Dinner,5,1× week,Mocktails,400,"Citrus, Spicy",Gin,Maybe,800-1 000,3,Maybe,3,Points
45-54,Chennai,28549.0,Vegetarian,0,1,1451.0,"Dinner, Post-work drinks",4,1-2× month,Equal,600,"Earthy, Fruity, Herbal, Smoky","Gin, Tequila, Vodka",Yes definitely,800-1 000,4,Yes,4,Nutrition consult
35-44,Bengaluru,28793.0,Vegetarian,4,1,1206.0,"Dinner, Post-work drinks",5,1-2× month,Avoid all,500,Herbal,Whisky,Unlikely,1 000-1 200,3,Maybe,3,Free delivery
18-24,Kolkata,34331.0,Vegan,5,2,1591.0,Weekend treat,5,2-3× week,Cocktails,500,"Earthy, Smoky",Whisky,Maybe,1 000-1 200,4,Yes,5,Free delivery
18-24,Mumbai,20000.0,Keto,0,1,1030.0,Dinner,3,Never,Mocktails,600,Smoky,None,Yes definitely,>1 200,4,Yes,4,Free delivery
35-44,Bengaluru,21587.0,Omni,4,1,880.0,"Dinner, Lunch",5,Never,Mocktails,700,"Fruity, Herbal, Spicy",None,Yes definitely,800-1 000,5,Maybe,3,Points
18-24,Bengaluru,29835.0,Vegetarian,2,2,1308.0,Lunch,2,1× week,Cocktails,700,"Citrus, Earthy, Fruity","Gin, Rum, Tequila, Vodka, Whisky",Unlikely,>1 200,1,Yes,3,Nutrition consult
25-34,Bengaluru,32393.0,Omni,1,2,1563.0,Dinner,3,1× week,Cocktails,600,Spicy,"Gin, Whisky",Unlikely,1 000-1 200,4,Yes,5,Free delivery
18-24,Chennai,29257.0,Omni,2,4,1215.0,Lunch,5,1-2× month,Cocktails,500,Earthy,Tequila,Maybe,1 000-1 200,4,Yes,4,Points
35-44,Mumbai,65980.0,Omni,4,2,2000.0,Post-work drinks,5,1-2× month,Mocktails,500,Fruity,Vodka,Maybe,1 000-1 200,4,Yes,4,Nutrition consult
35-44,Mumbai,26949.0,Keto,3,3,1336.0,"Dinner, Post-work drinks, Weekend treat",2,Never,Mocktails,400,Spicy,None,Yes definitely,1 000-1 200,4,Maybe,4,Free delivery
25-34,Delhi,52736.0,Omni,1,4,2000.0,"Dinner, Lunch, Post-work drinks",2,2-3× week,Avoid all,400,Citrus,Rum,Maybe,800-1 000,5,Maybe,4,Cocktail upgrade
35-44,Bengaluru,32294.0,Omni,1,2,1556.0,Dinner,2,2-3× week,Cocktails,600,"Earthy, Fruity, Herbal",Vodka,Maybe,<800,5,No,1,Points
25-34,Bengaluru,28046.0,Keto,3,2,1369.0,Lunch,5,1-2× month,Equal,500,"Citrus, Fruity",Gin,Yes definitely,>1 200,4,No,1,Points
35-44,Chennai,34379.0,Vegetarian,0,3,1403.0,Post-work drinks,4,2-3× week,Cocktails,400,"Citrus, Earthy, Fruity",Vodka,Maybe,<800,5,Yes,5,Free delivery
35-44,Hyderabad,34930.0,Omni,2,2,1572.0,Post-work drinks,2,2-3× week,Cocktails,400,Herbal,"Gin, Tequila",Maybe,1 000-1 200,4,Maybe,2,Free delivery
45-54,Mumbai,21164.0,Vegetarian,0,0,1151.0,Post-work drinks,3,Never,Mocktails,500,"Earthy, Herbal, Spicy",None,Yes definitely,1 000-1 200,4,Maybe,3,Points
25-34,Kolkata,20000.0,Keto,5,0,1058.0,Lunch,3,1-2× month,Mocktails,500,Fruity,Gin,Unlikely,1 000-1 200,4,Yes,5,Points
25-34,Kolkata,22320.0,Omni,4,1,2378.0,Post-work drinks,4,2-3× week,Cocktails,400,"Citrus, Fruity",Tequila,Yes definitely,1 000-1 200,4,Yes,4,Free delivery
45-54,Mumbai,20000.0,Omni,5,3,1071.0,"Post-work drinks, Weekend treat",5,1× week,Mocktails,600,Spicy,Tequila,Maybe,1 000-1 200,4,Yes,5,Points
35-44,Mumbai,36665.0,Omni,3,3,1653.0,"Lunch, Weekend treat",4,2-3× week,Equal,500,Citrus,"Vodka, Whisky",Maybe,1 000-1 200,4,No,1,Free delivery
